dish_id,dish_name,health_goal,calories,rag_context
M1210,Chả ốc nướng lá lốt,Dinh dưỡng cân bằng,300.0,"Món ăn: Chả ốc nướng lá lốt. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 300.0 kcal. Thời gian nấu: 25 phút. Độ khó: Dễ. Nguyên liệu chính: Ốc bươu đã tách vỏ, Giò sống, Mỡ heo, Lá lốt, Nấm mèo, Tiêu xanh đập giập, Mỡ hành, Nấm hương, Rau dưa, salad, Đồ chua sợi nhỏ, Hạt nêm ajingon heo, Nước tương Phú Sĩ, Cà chua bi đỏ, Gừng băm, Đường. Sơ chế: Ốc bươu đã tách vỏ cắt nhỏ 0,5cm. Mỡ luộc cắt hạt lựu, ướp mỡ với 1m đường 10 phứt. Ốc ướp với 1m gừng băm. Làm mỡ hành: Đun nóng dầu ăn đến khi bắt đầu sôi cho hành lá cắt nhỏ, ít muối + đường vào cho đến khi hành hơi se lại thì tắt bếp.. Các bước thực hiện: Trộn nhân: Trộn giò sống+ ốc, mỡ + nấm+ lá lốt cắt sợi, 1m hành băm, 1m tỏi băm, 2M tiêu xanh đập giập + 1m đường + 1/2m Hạt nêm Aji-ngon® Heo, 1m nước tương “Phú Sĩ”. Để 10 phút, cho thấm gia vị.Tạo hình và nướng: Dùng lá lốt to, cho vào lá 1 muỗng nhân gói lại như chả giò. Xiên vào que tre. Nướng chả ốc trên vỉ nướng điện (phết 1 lớp dầu trên chảo trước khi nướng) cho chín lá mềm và sem sém.Pha nươc chấm: 2M nước tương “”Phú Sĩ””, 2M tương ớt, 1m gừng băm 1m đường và đồ chua.
Trộn nhân: Trộn giò sống+ ốc, mỡ + nấm+ lá lốt cắt sợi, 1m hành băm, 1m tỏi băm, 2M tiêu xanh đập giập + 1m đường + 1/2m Hạt nêm Aji-ngon® Heo, 1m nước tương “Phú Sĩ”. Để 10 phút, cho thấm gia vị.
Tạo hình và nướng: Dùng lá lốt to, cho vào lá 1 muỗng nhân gói lại như chả giò. Xiên vào que tre. Nướng chả ốc trên vỉ nướng điện (phết 1 lớp dầu trên chảo trước khi nướng) cho chín lá mềm và sem sém.
Pha nươc chấm: 2M nước tương “”Phú Sĩ””, 2M tương ớt, 1m gừng băm 1m đường và đồ chua.. Cách dùng: Dọn kèm rau thơm, salad, dưa leo, nước chấm nước tương “Phú Sĩ” và tương ớt, ghim cà chua bi lên đầu que xiên.Món ăn ngon đi kèm:Canh gà măng chua lá giang."
M0342,Gỏi gà hoa súng,Dinh dưỡng cân bằng,230.0,"Món ăn: Gỏi gà hoa súng. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 230.0 kcal. Thời gian nấu: 25 phút. Độ khó: Dễ. Nguyên liệu chính: Cần Tây, Gà ta, Cọng súng, Hoa súng, Dưa leo, Hành phi, Đậu phộng rang, nước mắm AJINOMOTO Giấm gạo lên men, Tắc, tỏi ớt, Hành tây, Đường. Sơ chế: Cọng súng bào dọc, dày. Tắc vắt nước, vỏ cắt sợi. Gà luộc chín xé sợi. Chuẩn bị các loại rau. Hành tây cắt lát ngang ngâm nước đá 5′, vớt ráo. Cần tây tước vỏ, cắt xéo mỏng. Lá cóc vò sơ, dưa leo bổ 2 bỏ hạt cắt xéo ướp 1/2M đường. Gà luộc xé sợi 2-3 cm, ướp 1/2m nước cốt tắc.. Các bước thực hiện: Pha nước trộn:3M Giấm gạo lên men Ajinomoto + 3M đường, 1M tỏi ớt băm, 3M nước mắm, 1M tương ớt, 1m Bột ngọt AJI-NO-MOTO®, nước tắc vừa vắt (trộn 1/3 sauce này vào thịt gà xé). Cho cọng súng, hành tây, cần tây, lá cóc, dưa leo trộn chung với thịt gà, vỏ tắc cắt sợi và nước trộn còn lại.
Pha nước trộn:3M Giấm gạo lên men Ajinomoto + 3M đường, 1M tỏi ớt băm, 3M nước mắm, 1M tương ớt, 1m Bột ngọt AJI-NO-MOTO®, nước tắc vừa vắt (trộn 1/3 sauce này vào thịt gà xé). Cho cọng súng, hành tây, cần tây, lá cóc, dưa leo trộn chung với thịt gà, vỏ tắc cắt sợi và nước trộn còn lại.. Cách dùng: Bày gỏi ra dĩa, rắc thêm đậu phộng, hành phi, ớt sợi. Dọn gỏi cùng với bánh tráng mè đen nướng, nước mắm pha.Món ăn ngon đi kèm:Măng tây chiên bia xốt cá ngừ."
M0344,Mì nưa xào tôm nấm,Dinh dưỡng cân bằng,270.0,"Món ăn: Mì nưa xào tôm nấm. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 270.0 kcal. Thời gian nấu: 15 phút. Độ khó: Dễ. Nguyên liệu chính: Mì nưa, Nấm đùi gà, Ớt chuông, Hành lá, Tiêu xay, Dầu ăn, Tỏi, Tôm sú, Bột ngọt, Hạt nêm ajingon heo, Nước tương Phú Sĩ, Hành tây, Đường. Sơ chế: Tôm sú lột vỏ, chẻ lưng. Nấm đùi gà cắt que vừa ăn. Ớt chuông cắt sợi nhỏ Hành lá cắt khúc 4cm Hành tây cắt sợi nhỏ Tỏi băm nhuyễn Mì nưa rửa sạch, luộc 3 phút. Xả qua nước lạnh. Các bước thực hiện: Phi thơm tỏi với dầu ăn, xào chín tôm và nấm. Tiếp tục cho ớt chuông, hành tây và mì nưa vào xào. Nêm gia vị: 1M nước tương 1/2 Dầu hào, 1/2m bột ngọt, 1/2m Hạt nêm Aji-ngon và 3M nước. Xào cho thấm đều gia vị.
Phi thơm tỏi với dầu ăn, xào chín tôm và nấm. Tiếp tục cho ớt chuông, hành tây và mì nưa vào xào. Nêm gia vị: 1M nước tương 1/2 Dầu hào, 1/2m bột ngọt, 1/2m Hạt nêm Aji-ngon và 3M nước. Xào cho thấm đều gia vị.. Cách dùng: Lấy dĩa ra khỏi nồi hấp, rắc tiêu và ngò rí lên trên.."
M0949,Trứng hấp,Giảm cân / Ăn nhẹ,100.0,"Món ăn: Trứng hấp. Mục tiêu: Giảm cân / Ăn nhẹ. Lượng calo: 100.0 kcal. Thời gian nấu: 15 phút. Độ khó: Dễ. Nguyên liệu chính: Trứng gà, Bí đỏ, Cà rốt, Nấm nút, Bắp hạt, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ, Nước tương Phú Sĩ. Sơ chế: nan. Các bước thực hiện: Múc hỗn hợp trứng vào chén sứ, hấp 8 phút, sau đó thêm rau củ lên trên, tiếp tục hấp thêm 7 phút với lửa vừa.
Múc hỗn hợp trứng vào chén sứ, hấp 8 phút, sau đó thêm rau củ lên trên, tiếp tục hấp thêm 7 phút với lửa vừa.. Cách dùng: Dùng nóng, khi ăn rắc thêm rong biển ăn liền.."
M1244,Trứng hấp hàu rong biển,Dinh dưỡng cân bằng,220.0,"Món ăn: Trứng hấp hàu rong biển. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 220.0 kcal. Thời gian nấu: 20 phút. Độ khó: Dễ. Nguyên liệu chính: Hàu sữa, Trứng gà ta, Thanh cua, Nấm kim châm, Gừng, Ớt sừng băm, Hành lá, Cà rốt, Chanh, Hạt nêm ajingon heo, Nước tương Phú Sĩ, dầu mè. Sơ chế: Hàu sữa: nhặt sạch. Thanh cua: tách làm 2. Rong biển ngâm nở: cắt khúc 1cm. Nấm kim châm: cắt khúc. Gừng: băm nhỏ. Cà rốt: tỉa hoa.. Các bước thực hiện: * Nhân trứng hấp:Trứng gà đánh tan lọc qua rây, sau đó để riêng 1 quả trứng. Cho thêm vào tô trứng rong biển, nấm kim châm, 1/2m gừng băm nhỏ, cùng gia vị 2M Xốt Mayonnaise Aji-mayo® vị ngọt dịu, 1m hạt nêm Ajingon heo, 1/2m tiêu, 1/2m bột ngọt Ajinomoto. Tiếp theo cho vào dĩa sâu lòng có tráng qua lớp dầu mè.*Hấp trứng:Cho nước vào nồi hấp đun sôi.Trụng chín cà rốt. Hàu trụng sơ. để ráo ướp 1/2m hạt nêm Ajingon heo, 1/2m gừng băm nhỏ, 1/2M tiêu xanh .Hấp trứng 8 phút cho trứng chín và xếp lên trên mặt thanh cua, cà rốt xếp xung quanh, hàu cho vào giữa. Trên cùng là đầu hành lá bào và cho 1 quả trứng còn lại vào và rắc hành lá lên hấp thêm 2 phút nữa.* Nước tương gừng chua ngọt:Cho 2M nước tương Phú Sĩ, 1M đường, 1M nước chanh cho gừng băm còn lại và ớt băm vào khuấy đều
* Nhân trứng hấp:Trứng gà đánh tan lọc qua rây, sau đó để riêng 1 quả trứng. Cho thêm vào tô trứng rong biển, nấm kim châm, 1/2m gừng băm nhỏ, cùng gia vị 2M Xốt Mayonnaise Aji-mayo® vị ngọt dịu, 1m hạt nêm Ajingon heo, 1/2m tiêu, 1/2m bột ngọt Ajinomoto. Tiếp theo cho vào dĩa sâu lòng có tráng qua lớp dầu mè.
*Hấp trứng:
Cho nước vào nồi hấp đun sôi.
Trụng chín cà rốt. Hàu trụng sơ. để ráo ướp 1/2m hạt nêm Ajingon heo, 1/2m gừng băm nhỏ, 1/2M tiêu xanh .
Hấp trứng 8 phút cho trứng chín và xếp lên trên mặt thanh cua, cà rốt xếp xung quanh, hàu cho vào giữa. Trên cùng là đầu hành lá bào và cho 1 quả trứng còn lại vào và rắc hành lá lên hấp thêm 2 phút nữa.
* Nước tương gừng chua ngọt:Cho 2M nước tương Phú Sĩ, 1M đường, 1M nước chanh cho gừng băm còn lại và ớt băm vào khuấy đều. Cách dùng: Trứng hấp lấy ra chan thêm nước tương gừng chua ngọt lên trên.Dùng nóng.Món ăn ngon đi kèm:Canh gà nấm mỡ."
M0347,Chả cá thu chiên lá lốt,Dinh dưỡng cân bằng,320.0,"Món ăn: Chả cá thu chiên lá lốt. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 320.0 kcal. Thời gian nấu: 25 phút. Độ khó: Dễ. Nguyên liệu chính: Lá lốt, tiêu xanh, Lòng trắng trứng gà ta, Ớt băm, Hành tỏi băm, Tiêu xay, Dầu ăn, Mè trắng rang, Tỏi phi, Hạt nêm ajingon heo, Đầu hành lá băm, Đường. Sơ chế: Thịt cá thu tươi bỏ xương (nhớ chọn cá thu tươi thì chả mới dai). Lá lốt lấy lá non nhỏ cắt nhỏ 1M. Tiêu xanh đập dập. Mỡ luộc cắt nhỏ ướp đường (luộc nguyên miếng rồi mới cắt). Các bước thực hiện: Quết chả: Cá cắt dày 1 cm. Cho vào cối giã cùng 1M đầu hành băm, 1/2m tỏi băm, 1 nhánh tiêu xanh, thêm mỡ, gia vị: 1m đường, 1m Hạt nêm Aji-ngon® HEO, 1m nước mắm, 1/3m tiêu xay, 1/3m bột ngọt Ajinomoto, lòng trắng trứng, quết cá cho dai rồi cho 1m ớt băm, 1M lá lốt cắt sợi vào trộn đều.Tạo hình và chiên:Lấy ra gói vào lá lốt tạo hình cuốn tròn. Xiên vào que, 1 xiên 7 cuốn. Bắc chảo cho dầu cao 1 cm. Cho các miếng chả vào chiên chín vàng.
Quết chả: Cá cắt dày 1 cm. Cho vào cối giã cùng 1M đầu hành băm, 1/2m tỏi băm, 1 nhánh tiêu xanh, thêm mỡ, gia vị: 1m đường, 1m Hạt nêm Aji-ngon® HEO, 1m nước mắm, 1/3m tiêu xay, 1/3m bột ngọt Ajinomoto, lòng trắng trứng, quết cá cho dai rồi cho 1m ớt băm, 1M lá lốt cắt sợi vào trộn đều.
Tạo hình và chiên:Lấy ra gói vào lá lốt tạo hình cuốn tròn. Xiên vào que, 1 xiên 7 cuốn. Bắc chảo cho dầu cao 1 cm. Cho các miếng chả vào chiên chín vàng.. Cách dùng: Bày chả ra dĩa cùng salad, dưa, mè trắng rang và tỏi phi. Topping Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản lên mặt miếng chả.Chấm Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản pha cùng tương ớt tỉ lệ 2:1.Món ăn ngon đi kèm:CANH SƯỜN CỦ SEN A-TI-SÔ."
M0350,Súp nấm ngưu bàng,Giảm cân / Ăn nhẹ,180.0,"Món ăn: Súp nấm ngưu bàng. Mục tiêu: Giảm cân / Ăn nhẹ. Lượng calo: 180.0 kcal. Thời gian nấu: 25 phút. Độ khó: Dễ. Nguyên liệu chính: Củ năng, Cà rốt, Nấm mèo, Nấm hương sapa, Nấm rơm búp, Tiêu, Bột năng, Dầu, Nước tương Phú Sĩ, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ, ngò rí, Đường. Sơ chế: Củ năng, cà rốt Cắt sợi nhỏ. Đậu hũ non cắt khối vuông nhỏ. Nấm rơm búp cắt lát. Nấm mèo ngâm mềm, cắt sợi nhuyễn. Ngưu bàng tươi cạo vỏ, rửa cắt sợi. Nấm hương sapa rửa sạch, cắt sợi nhuyễn. Các bước thực hiện: Xào nấmĐậu hũ cắt khối vuông nhỏ.Bắc chảo dầu phi poa-rô cho thơm. Vớt poa-rô ra, dầu còn lại trong chảo xào qua nấm rơm, nêm 1/2m Hạt nêm Aji-ngon® NẤM.Tắt lửa cho nấm mèo và nấm hương, thêm 1/3m tiêu vào đảo cho thơm, trút ra tô..Nấu súpĐun nước dùng cho sôi, cho ngưu bàng vào rồi nêm gia vị: 1M Hạt nêm Aji-ngon® NẤM, 1/2M đường, 1m muối, cho 3 loại nấm vào, cùng với cà rốt, củ năng, nấu chín. Cho 3M nước bột năng vào khuấy cho nước súp sánh vừa. Thêm 1/2m dầu mè.
Xào nấm
Đậu hũ cắt khối vuông nhỏ.
Bắc chảo dầu phi poa-rô cho thơm. Vớt poa-rô ra, dầu còn lại trong chảo xào qua nấm rơm, nêm 1/2m Hạt nêm Aji-ngon® NẤM.
Tắt lửa cho nấm mèo và nấm hương, thêm 1/3m tiêu vào đảo cho thơm, trút ra tô..
Nấu súp
Đun nước dùng cho sôi, cho ngưu bàng vào rồi nêm gia vị: 1M Hạt nêm Aji-ngon® NẤM, 1/2M đường, 1m muối, cho 3 loại nấm vào, cùng với cà rốt, củ năng, nấu chín. Cho 3M nước bột năng vào khuấy cho nước súp sánh vừa. Thêm 1/2m dầu mè.. Cách dùng: Tắt lửa múc ra tô, rắc tiêu, ngò rí, poa rô phi. Dọn kèm Nước tương “Phú Sĩ”.Món ăn chay ngon đi kèm:Xào lăn chay thảo mộc."
M0353,Tom Yum Kung,Dinh dưỡng cân bằng,300.0,"Món ăn: Tom Yum Kung. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 300.0 kcal. Thời gian nấu: 30 phút. Độ khó: Dễ. Nguyên liệu chính: Riềng cạo vỏ, Hành tím lột vỏ, lá chúc, Cà chua, Sả cây bỏ lá, Nước mắm, Ajiquick lẩu thái, Ớt sừng. Sơ chế: Tôm càng bỏ chân, vỏ mình chừa đuôi, bỏ chỉ lưng. Ướp với 1/2M Gia vị nêm sẵn Aji-Quick® LẨU THÁI . Hành tím cắt đôi, riềng cắt lát, sả cây cắt khúc đập giập, ớt hiểm đập giập, lá chúc xé nhỏ, nấm rơm khứa đầu nấm, cà chua cắt múi. Ngò rí cắt nhỏ.. Các bước thực hiện: Cho dầu điều vào nồi, xào nấm và hành tím trước, sau đó cho cà chua vào xào sơ rồi trút ra.Thêm dầu điều vào xào riềng thơm rồi hòa nước dừa với nước đủ 1,5 lít cho vào cùng Gia vị nêm sẵn Aji-Quick® LẨU THÁI còn lại vào, sau đó cho các nguyên liệu đã xào vào nấu sôi, rồi cho tôm vào nấu chín, thả lá chúc xé 4 vào, hoàn tất.
Cho dầu điều vào nồi, xào nấm và hành tím trước, sau đó cho cà chua vào xào sơ rồi trút ra.
Thêm dầu điều vào xào riềng thơm rồi hòa nước dừa với nước đủ 1,5 lít cho vào cùng Gia vị nêm sẵn Aji-Quick® LẨU THÁI còn lại vào, sau đó cho các nguyên liệu đã xào vào nấu sôi, rồi cho tôm vào nấu chín, thả lá chúc xé 4 vào, hoàn tất.. Cách dùng: Cho canh ra tô rắc ngò lên trên dùng nóng với cơm hoặc bún, miến.Món ăn ngon đi kèm:Sườn non kho xá bấu."
M0217,Trứng hấp hải sản,Dinh dưỡng cân bằng,220.0,"Món ăn: Trứng hấp hải sản. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 220.0 kcal. Thời gian nấu: 10 phút. Độ khó: Dễ. Nguyên liệu chính: Nấm hương, Nghêu, Tôm sú, Hạt nêm ajingon heo, Nước tương Phú Sĩ. Sơ chế: Tômtươi bóc bỏ đầu và vỏ, bỏ chỉ lưng, chẻ đôi phần lưng nhưng không đứt. Thanh cá giả cắt lát. Nấm hương ngâm mềm trong nước có pha ít bột năng cho trắng, rửa sạch, bỏ chân, cắt đôi. Cải bó xôi rửa sạch, cắt khúc ngắn. Chần sơ tôm, nấm và cải bó xôi rồi vớt ra ngâm qua nước lạnh, để ráo. Nghêu ngâm sạch cát, luộc chín, lây thịt, phần nước luộc nghêu chắt lấy nước dùng Nước luộc nghêu thêm nước rồi đong cho đủ 0,5 lít nước, nêm 1M nước tương Phú Sĩ và 2m hạt nêm Aji-ngon®. Trứng gà đánh tan, dùng rây lược trứng rồi cho vào tô nước gia vị đã nguội.. Các bước thực hiện: Đổ trứng pha nước gia vị vào khoảng 1/3 chén, cho vào nồi hấp khoảng 10 phút cho trứng hơi đặc lại.Lấy ra xếp tôm, cá giả, nghêu, nấm và cải bó xôi vào, đổ thêm trứng, cho vào nồi hấp thêm 15-20 phút nữa cho trứng chín.
Đổ trứng pha nước gia vị vào khoảng 1/3 chén, cho vào nồi hấp khoảng 10 phút cho trứng hơi đặc lại.
Lấy ra xếp tôm, cá giả, nghêu, nấm và cải bó xôi vào, đổ thêm trứng, cho vào nồi hấp thêm 15-20 phút nữa cho trứng chín.. Cách dùng: Dùng nóng như món khai vị."
M0352,Mì bò cay xuyên tiêu,Dinh dưỡng cân bằng,340.0,"Món ăn: Mì bò cay xuyên tiêu. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 340.0 kcal. Thời gian nấu: 30 phút. Độ khó: Dễ. Nguyên liệu chính: Ớt sừng, Ớt sừng, Thịt bò fillet, Nấm đông cô khô, Tỏi băm, Cải thìa, Muối, Bột ngọt, Hạt nêm ajingon heo, Đường. Sơ chế: Ớt các loại đạp dập, giã nhuyễn, để riêng. Cải thìa chần sơ. Mì vàng trụng, chia vào chén. Nấm đông cô khô ngâm với ít nước cho nở.. Các bước thực hiện: Đun nóng 1M dầu ăn, cho tỏi, ớt và xuyên tiêu và phi thơm, cho nước dùng gà và nấm đông cô vào nấu sôi, nêm 1.5M đường, 1.5M hạt nêm, 1/2m muối, 1m bột ngọt, 1.5M tương ớt, tắt lửa.Phi thơm tỏi, cho thịt bò và hành tây vào đảo nhanh tay, thêm 3M nước dùng vào đảo đều, tắt lửa.
Đun nóng 1M dầu ăn, cho tỏi, ớt và xuyên tiêu và phi thơm, cho nước dùng gà và nấm đông cô vào nấu sôi, nêm 1.5M đường, 1.5M hạt nêm, 1/2m muối, 1m bột ngọt, 1.5M tương ớt, tắt lửa.
Phi thơm tỏi, cho thịt bò và hành tây vào đảo nhanh tay, thêm 3M nước dùng vào đảo đều, tắt lửa.. Cách dùng: Xếp thịt bò và cải thìa vào tô mì, chan nước dùng lên trên, dùng nóng.."
M0379,Chả cá chiên bánh tráng,Dinh dưỡng cân bằng,290.0,"Món ăn: Chả cá chiên bánh tráng. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 290.0 kcal. Thời gian nấu: 20 phút. Độ khó: Dễ. Nguyên liệu chính: Cà rốt, Su hào, Dưa leo, Muối, Tiêu, Hành lá, Nước tương Phú Sĩ, Hành tỏi băm, Đường. Sơ chế: Chả cá ba sa quết nhuyễn, ướp với 1/4m muối, 1/3m tiêu, 1/3m bột ngọt AJI-NO-MOTO®, 1/2m đường, 1m hành lá cắt nhuyễn, 1M hành tỏi băm. Dưa leo, cà rốt, su hào cắt dài 10cm rồi cắt que 1cm, ngâm rau củ trong nước giấm đường pha loãng trong 3h.. Các bước thực hiện: Chiên bánh tráng, dùng sạn đè cho bánh chiên được phẳng, vớt ra để ráo dầu.Phết chả cá lên bánh tráng. Thả chả cá vào chảo chiên vàng.
Chiên bánh tráng, dùng sạn đè cho bánh chiên được phẳng, vớt ra để ráo dầu.
Phết chả cá lên bánh tráng. Thả chả cá vào chảo chiên vàng.. Cách dùng: Chả cá ăn kèm với su hào, dưa leo, cà rốt ngâm chua và nước tương “Phú Sĩ” pha tương ớt.."
