dish_id,dish_name,health_goal,calories,main_ingredients,is_vegetarian,dish_type,rag_context
M1012,Heo quay hon,Dinh dưỡng cân bằng,360.0,"Thịt heo quay, Củ năng gọt sạch vỏ, Cà rốt múc viên tròn, Củ hành tím, Nước dừa, Hành tím băm, Hạt sen tươi, Tiêu, Dầu ăn, Hạt nêm ajingon heo, Nước tương Phú Sĩ",False,khác,"Tên món: Heo quay hon. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 360.0 kcal. Thời gian: 0. Độ khó: Dễ. Nguyên liệu chính: Thịt heo quay, Củ năng gọt sạch vỏ, Cà rốt múc viên tròn, Củ hành tím, Nước dừa, Hành tím băm, Hạt sen tươi, Tiêu, Dầu ăn, Hạt nêm ajingon heo, Nước tương Phú Sĩ. Đặc điểm nổi bật: món không chay, nổi bật với Thịt heo quay, Củ năng gọt sạch vỏ, Cà rốt múc viên tròn, Củ hành tím."
M0035,Cá chép nấu riềng mẻ,Dinh dưỡng cân bằng,240.0,"Cà chua, Hành tím, Su hào, Cần nước, Ớt sừng, Nước mắm, Dầu ăn, Hạt nêm ajingon heo",False,khác,"Tên món: Cá chép nấu riềng mẻ. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 240.0 kcal. Thời gian: 10. Độ khó: Dễ. Nguyên liệu chính: Cà chua, Hành tím, Su hào, Cần nước, Ớt sừng, Nước mắm, Dầu ăn, Hạt nêm ajingon heo. Đặc điểm nổi bật: món không chay, nổi bật với Cà chua, Hành tím, Su hào, Cần nước."
M0036,Gà cuộn xúc xích khô,Dinh dưỡng cân bằng,310.0,"Phô mai miếng, Tỏi, Ức gà phi lê lớn, Rau mầm, Tiêu, Tương cà, Mù tạt xanh, Cà chua bi",False,cuộn,"Tên món: Gà cuộn xúc xích khô. Phân loại: Không chay. Kiểu món: cuộn. Mục tiêu: Dinh dưỡng cân bằng. Calo: 310.0 kcal. Thời gian: 10. Độ khó: Dễ. Nguyên liệu chính: Phô mai miếng, Tỏi, Ức gà phi lê lớn, Rau mầm, Tiêu, Tương cà, Mù tạt xanh, Cà chua bi. Đặc điểm nổi bật: món không chay kiểu cuộn, nổi bật với Phô mai miếng, Tỏi, Ức gà phi lê lớn, Rau mầm."
M1792,Heo quay xào kim chi cà bát,Dinh dưỡng cân bằng,340.0,"Cần tàu, Thịt heo quay, Kim chi, Cà bát, Hành lá, Tỏi băm, Tiêu, Dầu ăn, Nước tương LISA, Đường, Ớt sừng",False,xào,"Tên món: Heo quay xào kim chi cà bát. Phân loại: Không chay. Kiểu món: xào. Mục tiêu: Dinh dưỡng cân bằng. Calo: 340.0 kcal. Thời gian: 10. Độ khó: Dễ. Nguyên liệu chính: Cần tàu, Thịt heo quay, Kim chi, Cà bát, Hành lá, Tỏi băm, Tiêu, Dầu ăn, Nước tương LISA, Đường, Ớt sừng. Đặc điểm nổi bật: món không chay kiểu xào, nổi bật với Cần tàu, Thịt heo quay, Kim chi, Cà bát."
M2321,Chả cá Hà Nội,Dinh dưỡng cân bằng,260.0,"Thì là, Hành lá, Đậu phộng rang, mỡ nước, Nước mắm, nước mắm AJINOMOTO Giấm gạo lên men, Bún, Hành tỏi phi, Rượu trắng, Mắm tôm, Mạch nha, Tiêu, ngò rí, tinh dầu cà cuống, Nước củ riềng, Nước nghệ tươi, Chanh, Nước hành tỏi, Ớt băm, Húng quế, Đường",False,khác,"Tên món: Chả cá Hà Nội. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 260.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Thì là, Hành lá, Đậu phộng rang, mỡ nước, Nước mắm, nước mắm AJINOMOTO Giấm gạo lên men, Bún, Hành tỏi phi, Rượu trắng, Mắm tôm, Mạch nha, Tiêu, ngò rí, tinh dầu cà cuống, Nước củ riềng, Nước nghệ tươi, Chanh, Nước hành tỏi, Ớt băm, Húng quế, Đường. Đặc điểm nổi bật: món không chay, nổi bật với Thì là, Hành lá, Đậu phộng rang, mỡ nước."
M1553,Heo thấu,Tăng cân / Năng lượng cao,420.0,"Thịt ba chỉ, Khế chua, Rau răm, Nước mắm, nước mắm AJINOMOTO Giấm gạo lên men, Rượu ngũ vị hương, Riềng, hành tím phi, Mè trắng, Kiệu chua, Mật ong, Muối, Dầu ăn, Hạt nêm ajingon heo, Tỏi, Ớt sừng, Ớt sừng, Đường",False,khác,"Tên món: Heo thấu. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Tăng cân / Năng lượng cao. Calo: 420.0 kcal. Thời gian: 25. Độ khó: Dễ. Nguyên liệu chính: Thịt ba chỉ, Khế chua, Rau răm, Nước mắm, nước mắm AJINOMOTO Giấm gạo lên men, Rượu ngũ vị hương, Riềng, hành tím phi, Mè trắng, Kiệu chua, Mật ong, Muối, Dầu ăn, Hạt nêm ajingon heo, Tỏi, Ớt sừng, Ớt sừng, Đường. Đặc điểm nổi bật: món không chay, nổi bật với Thịt ba chỉ, Khế chua, Rau răm, Nước mắm."
M0041,Củ hũ dừa xào ba chỉ,Dinh dưỡng cân bằng,250.0,"nước mắm AJINOMOTO Giấm gạo lên men, Cà rốt, Tỏi băm, Nước mắm, Ngò, Tiêu, Hạt nêm ajingon heo, Nước tương Phú Sĩ, Ớt sừng, Hành tây, Đường",False,xào,"Tên món: Củ hũ dừa xào ba chỉ. Phân loại: Không chay. Kiểu món: xào. Mục tiêu: Dinh dưỡng cân bằng. Calo: 250.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: nước mắm AJINOMOTO Giấm gạo lên men, Cà rốt, Tỏi băm, Nước mắm, Ngò, Tiêu, Hạt nêm ajingon heo, Nước tương Phú Sĩ, Ớt sừng, Hành tây, Đường. Đặc điểm nổi bật: món không chay kiểu xào, nổi bật với nước mắm AJINOMOTO Giấm gạo lên men, Cà rốt, Tỏi băm, Nước mắm."
M0044,Gà ta kho riềng sả,Dinh dưỡng cân bằng,270.0,"Nước mắm, Gà ta nửa con, Hành tím, Sả, Dưa leo, Cà chua, Dầu ăn, Bột canh, Ớt sừng, Đường",False,kho,"Tên món: Gà ta kho riềng sả. Phân loại: Không chay. Kiểu món: kho. Mục tiêu: Dinh dưỡng cân bằng. Calo: 270.0 kcal. Thời gian: 10. Độ khó: Dễ. Nguyên liệu chính: Nước mắm, Gà ta nửa con, Hành tím, Sả, Dưa leo, Cà chua, Dầu ăn, Bột canh, Ớt sừng, Đường. Đặc điểm nổi bật: món không chay kiểu kho, nổi bật với Nước mắm, Gà ta nửa con, Hành tím, Sả."
M0076,Heo xiên que nướng mắc khén,Dinh dưỡng cân bằng,300.0,"Nước mắm, Thịt ba chỉ rút sườn, Nước cốt chanh, Dầu ăn, Mật ong, Tiêu, Bột canh, Hạt nêm ajingon heo",False,nướng,"Tên món: Heo xiên que nướng mắc khén. Phân loại: Không chay. Kiểu món: nướng. Mục tiêu: Dinh dưỡng cân bằng. Calo: 300.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Nước mắm, Thịt ba chỉ rút sườn, Nước cốt chanh, Dầu ăn, Mật ong, Tiêu, Bột canh, Hạt nêm ajingon heo. Đặc điểm nổi bật: món không chay kiểu nướng, nổi bật với Nước mắm, Thịt ba chỉ rút sườn, Nước cốt chanh, Dầu ăn."
M1547,Chả cá kho chua cay,Dinh dưỡng cân bằng,320.0,"Nấm rơm búp, Nước dừa tươi, Tiêu sọ giã bể, Thơm, nước mắm AJINOMOTO Giấm gạo lên men, Hành lá, Muối, Dầu ăn, Dầu điều, Nước tương Phú Sĩ, Hạt nêm ajingon heo, ngò rí, Ớt sừng, Ớt sừng, Tỏi băm, Đường",False,kho,"Tên món: Chả cá kho chua cay. Phân loại: Không chay. Kiểu món: kho. Mục tiêu: Dinh dưỡng cân bằng. Calo: 320.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Nấm rơm búp, Nước dừa tươi, Tiêu sọ giã bể, Thơm, nước mắm AJINOMOTO Giấm gạo lên men, Hành lá, Muối, Dầu ăn, Dầu điều, Nước tương Phú Sĩ, Hạt nêm ajingon heo, ngò rí, Ớt sừng, Ớt sừng, Tỏi băm, Đường. Đặc điểm nổi bật: món không chay kiểu kho, nổi bật với Nấm rơm búp, Nước dừa tươi, Tiêu sọ giã bể, Thơm."
M2245,Súp nghêu chua cay,Giảm cân / Ăn nhẹ,150.0,"Đậu hũ trắng, Nấm rơm, Bắp hạt, Đậu bi, Nghêu, Tỏi, ngò rí, Tương cà, Bột năng, Tiêu, Hạt nêm ajingon heo",False,súp,"Tên món: Súp nghêu chua cay. Phân loại: Không chay. Kiểu món: súp. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 150.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Đậu hũ trắng, Nấm rơm, Bắp hạt, Đậu bi, Nghêu, Tỏi, ngò rí, Tương cà, Bột năng, Tiêu, Hạt nêm ajingon heo. Đặc điểm nổi bật: món không chay kiểu súp, nổi bật với Đậu hũ trắng, Nấm rơm, Bắp hạt, Đậu bi."
M0049,Canh cua chả cá,Giảm cân / Ăn nhẹ,190.0,"Nước mắm, Nấm rơm, Hành tím băm, Cua đồng làm sạch, Dầu ăn, Hạt nêm ajingon heo",False,canh,"Tên món: Canh cua chả cá. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 190.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Nước mắm, Nấm rơm, Hành tím băm, Cua đồng làm sạch, Dầu ăn, Hạt nêm ajingon heo. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Nước mắm, Nấm rơm, Hành tím băm, Cua đồng làm sạch."
M0599,Súp nui nha đam tôm thả,Dinh dưỡng cân bằng,280.0,"Nui ngôi sao nhỏ khô, Cà rốt, Nha đam, Hành lá, Bột năng, ngò rí, Bột canh",False,súp,"Tên món: Súp nui nha đam tôm thả. Phân loại: Không chay. Kiểu món: súp. Mục tiêu: Dinh dưỡng cân bằng. Calo: 280.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Nui ngôi sao nhỏ khô, Cà rốt, Nha đam, Hành lá, Bột năng, ngò rí, Bột canh. Đặc điểm nổi bật: món không chay kiểu súp, nổi bật với Nui ngôi sao nhỏ khô, Cà rốt, Nha đam, Hành lá."
M0950,Cơm nắm rong biển Mayo,Giảm cân / Ăn nhẹ,2.0,"Cà rốt, Chà bông heo",False,cơm,"Tên món: Cơm nắm rong biển Mayo. Phân loại: Không chay. Kiểu món: cơm. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 2.0 kcal. Thời gian: 10. Độ khó: Dễ. Nguyên liệu chính: Cà rốt, Chà bông heo. Đặc điểm nổi bật: món không chay kiểu cơm, nổi bật với Cà rốt, Chà bông heo."
M1085,Hoa thiên lý trộn mực xé,Giảm cân / Ăn nhẹ,140.0,"Hoa thiên lý, Khô mực, Nước mắm, Hành phi, Hạt nêm ajingon heo, Cà chua bi, Rau húng lủi, Ớt băm, Tỏi băm, Đường",False,khác,"Tên món: Hoa thiên lý trộn mực xé. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 140.0 kcal. Thời gian: 5. Độ khó: Dễ. Nguyên liệu chính: Hoa thiên lý, Khô mực, Nước mắm, Hành phi, Hạt nêm ajingon heo, Cà chua bi, Rau húng lủi, Ớt băm, Tỏi băm, Đường. Đặc điểm nổi bật: món không chay, nổi bật với Hoa thiên lý, Khô mực, Nước mắm, Hành phi."
M0054,Pancake khoai lang mật ong,Tăng cân / Năng lượng cao,413.0,"Khoai lang tím, Kem tươi, Mật ong, Hạt dẻ cười, Bơ lạt, Dụng cụ túi tam giác bắt kem",True,kho,"Tên món: Pancake khoai lang mật ong. Phân loại: Ăn chay được. Kiểu món: kho. Mục tiêu: Tăng cân / Năng lượng cao. Calo: 413.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Khoai lang tím, Kem tươi, Mật ong, Hạt dẻ cười, Bơ lạt, Dụng cụ túi tam giác bắt kem. Đặc điểm nổi bật: món chay kiểu kho, nổi bật với Khoai lang tím, Kem tươi, Mật ong, Hạt dẻ cười."
M0046,Súp nấm hải sản chua cay,Dinh dưỡng cân bằng,200.0,"Nấm rơm búp, Mực, Nấm kim châm, Bột năng, Trứng gà, Nghêu tươi, Sả cây, lá chúc, Hành tím bào, Nước tương Phú Sĩ, Ajiquick lẩu thái, dầu mè",False,súp,"Tên món: Súp nấm hải sản chua cay. Phân loại: Không chay. Kiểu món: súp. Mục tiêu: Dinh dưỡng cân bằng. Calo: 200.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Nấm rơm búp, Mực, Nấm kim châm, Bột năng, Trứng gà, Nghêu tươi, Sả cây, lá chúc, Hành tím bào, Nước tương Phú Sĩ, Ajiquick lẩu thái, dầu mè. Đặc điểm nổi bật: món không chay kiểu súp, nổi bật với Nấm rơm búp, Mực, Nấm kim châm, Bột năng."
M1064,Súp sắc màu,Giảm cân / Ăn nhẹ,140.0,"Tôm đất, Bắp Mỹ hạt, Đậu cô ve, Trứng, Cua giả, ngò rí, Tiêu, Bột năng, Hạt nêm ajingon heo, Nước tương Phú Sĩ",False,súp,"Tên món: Súp sắc màu. Phân loại: Không chay. Kiểu món: súp. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 140.0 kcal. Thời gian: 5. Độ khó: Dễ. Nguyên liệu chính: Tôm đất, Bắp Mỹ hạt, Đậu cô ve, Trứng, Cua giả, ngò rí, Tiêu, Bột năng, Hạt nêm ajingon heo, Nước tương Phú Sĩ. Đặc điểm nổi bật: món không chay kiểu súp, nổi bật với Tôm đất, Bắp Mỹ hạt, Đậu cô ve, Trứng."
M0121,Hoành thánh hải sản chiên giòn,Dinh dưỡng cân bằng,280.0,"Mực nguyên con, Trứng gà, Vỏ hoành thánh, Cà chua, Dầu ăn, Tiêu sọ giã bể, tương xí muội, dầu mè, Đầu hành lá băm, Ớt sừng băm ăn kèm xà lách, Hành tây",False,chiên,"Tên món: Hoành thánh hải sản chiên giòn. Phân loại: Không chay. Kiểu món: chiên. Mục tiêu: Dinh dưỡng cân bằng. Calo: 280.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Mực nguyên con, Trứng gà, Vỏ hoành thánh, Cà chua, Dầu ăn, Tiêu sọ giã bể, tương xí muội, dầu mè, Đầu hành lá băm, Ớt sừng băm ăn kèm xà lách, Hành tây. Đặc điểm nổi bật: món không chay kiểu chiên, nổi bật với Mực nguyên con, Trứng gà, Vỏ hoành thánh, Cà chua."
M0059,Gan chiên cháy tỏi,Dinh dưỡng cân bằng,270.0,"Gan heo, Sữa tươi không đường, Tỏi, Tỏi băm, Hẹ lá, Dầu ăn, Nước tương Phú Sĩ, Đường, Ớt sừng",False,chiên,"Tên món: Gan chiên cháy tỏi. Phân loại: Không chay. Kiểu món: chiên. Mục tiêu: Dinh dưỡng cân bằng. Calo: 270.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Gan heo, Sữa tươi không đường, Tỏi, Tỏi băm, Hẹ lá, Dầu ăn, Nước tương Phú Sĩ, Đường, Ớt sừng. Đặc điểm nổi bật: món không chay kiểu chiên, nổi bật với Gan heo, Sữa tươi không đường, Tỏi, Tỏi băm."
M0056,Vịt nướng nồi đất,Dinh dưỡng cân bằng,300.0,"Mật ong, Nước cốt tắc, Ớt hiểm băm, Hành tỏi băm, Sả cây, Cà rốt, Hành tím cắt lát, Dầu ăn, Bột canh, Ớt sừng cắt sợi",False,nướng,"Tên món: Vịt nướng nồi đất. Phân loại: Không chay. Kiểu món: nướng. Mục tiêu: Dinh dưỡng cân bằng. Calo: 300.0 kcal. Thời gian: 45. Độ khó: Dễ. Nguyên liệu chính: Mật ong, Nước cốt tắc, Ớt hiểm băm, Hành tỏi băm, Sả cây, Cà rốt, Hành tím cắt lát, Dầu ăn, Bột canh, Ớt sừng cắt sợi. Đặc điểm nổi bật: món không chay kiểu nướng, nổi bật với Mật ong, Nước cốt tắc, Ớt hiểm băm, Hành tỏi băm."
M1322,Gà kho nấm,Dinh dưỡng cân bằng,320.0,"bắp non, Cà rốt, Nấm đông cô khô, Nấm đông cô tươi, Đùi gà góc tư, Gừng băm, Tiêu, Dầu ăn, Nước tương Phú Sĩ, Hành tỏi băm",False,kho,"Tên món: Gà kho nấm. Phân loại: Không chay. Kiểu món: kho. Mục tiêu: Dinh dưỡng cân bằng. Calo: 320.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: bắp non, Cà rốt, Nấm đông cô khô, Nấm đông cô tươi, Đùi gà góc tư, Gừng băm, Tiêu, Dầu ăn, Nước tương Phú Sĩ, Hành tỏi băm. Đặc điểm nổi bật: món không chay kiểu kho, nổi bật với bắp non, Cà rốt, Nấm đông cô khô, Nấm đông cô tươi."
M1606,Súp thập cẩm,Dinh dưỡng cân bằng,220.0,"Đậu Hà Lan, Cà rốt, Khoai tây, Tôm tươi, Trứng gà, Hành lá, Dầu ăn, Bột năng, Tiêu, Nước tương LISA, Hạt nêm ajingon heo, ngò rí, Ớt sừng, dầu mè",False,súp,"Tên món: Súp thập cẩm. Phân loại: Không chay. Kiểu món: súp. Mục tiêu: Dinh dưỡng cân bằng. Calo: 220.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Đậu Hà Lan, Cà rốt, Khoai tây, Tôm tươi, Trứng gà, Hành lá, Dầu ăn, Bột năng, Tiêu, Nước tương LISA, Hạt nêm ajingon heo, ngò rí, Ớt sừng, dầu mè. Đặc điểm nổi bật: món không chay kiểu súp, nổi bật với Đậu Hà Lan, Cà rốt, Khoai tây, Tôm tươi."
M0155,Hoành thánh tôm xốt vị Thái,Tăng cân / Năng lượng cao,554.0,"Lá hoành thánh, Hành tím băm, Gừng băm, ngò rí, Ajiquick lẩu thái, Tỏi băm, Hành tây băm",False,khác,"Tên món: Hoành thánh tôm xốt vị Thái. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Tăng cân / Năng lượng cao. Calo: 554.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Lá hoành thánh, Hành tím băm, Gừng băm, ngò rí, Ajiquick lẩu thái, Tỏi băm, Hành tây băm. Đặc điểm nổi bật: món không chay, nổi bật với Lá hoành thánh, Hành tím băm, Gừng băm, ngò rí."
M0063,Lẩu tả pí lù,Dinh dưỡng cân bằng,320.0,"Hành boaro, Bắp mỹ, Nước dừa, Nấm hương khô, Nước mắm, Tương cà, Ajiquick lẩu thái",False,lẩu,"Tên món: Lẩu tả pí lù. Phân loại: Không chay. Kiểu món: lẩu. Mục tiêu: Dinh dưỡng cân bằng. Calo: 320.0 kcal. Thời gian: 45. Độ khó: Dễ. Nguyên liệu chính: Hành boaro, Bắp mỹ, Nước dừa, Nấm hương khô, Nước mắm, Tương cà, Ajiquick lẩu thái. Đặc điểm nổi bật: món không chay kiểu lẩu, nổi bật với Hành boaro, Bắp mỹ, Nước dừa, Nấm hương khô."
MUFC1,Nấm và hành tây chiên giòn,Giảm cân / Ăn nhẹ,0.0,"Nấm đùi gà baby, Dầu ăn, dầu ăn, Dầu ăn, Nấm kim châm, Hành tây, Hành tây",False,chiên,"Tên món: Nấm và hành tây chiên giòn. Phân loại: Không chay. Kiểu món: chiên. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 0.0 kcal. Thời gian: 5. Độ khó: Dễ. Nguyên liệu chính: Nấm đùi gà baby, Dầu ăn, dầu ăn, Dầu ăn, Nấm kim châm, Hành tây, Hành tây. Đặc điểm nổi bật: món không chay kiểu chiên, nổi bật với Nấm đùi gà baby, Dầu ăn, dầu ăn, Dầu ăn."
M0060,Salad đậu hũ chiên,Dinh dưỡng cân bằng,210.0,"Đậu hũ trắng, Cà rốt, Mè rang, Chà bông heo, Dầu ăn, Húng lủi",False,salad,"Tên món: Salad đậu hũ chiên. Phân loại: Không chay. Kiểu món: salad. Mục tiêu: Dinh dưỡng cân bằng. Calo: 210.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Đậu hũ trắng, Cà rốt, Mè rang, Chà bông heo, Dầu ăn, Húng lủi. Đặc điểm nổi bật: món không chay kiểu salad, nổi bật với Đậu hũ trắng, Cà rốt, Mè rang, Chà bông heo."
